# ./run -m 9mat.txt 9inv.txt
# Version = 1.0.2, Revision date = 26-Oct-2020
matrix 9 9
1	-1.28417068646e-12	2.32561886415e-12	-2.83205403573e-12	-1.87153070819e-12	1.66903990628e-12	2.63622457197e-13	-1.89480375834e-13	-1.39577932545e-12	
9.89874848756e-13	0.999999999998	8.13182854387e-12	-4.92939022934e-12	5.87641046934e-12	-6.31966701192e-13	2.39586128714e-12	3.13638004457e-13	1.12643228078e-12	
-5.9874327718e-13	-6.11261041783e-13	1.00000000001	-3.39672734384e-12	3.06399350336e-12	4.80726569663e-13	2.2136736888e-12	-6.12815354017e-13	-5.52002887844e-13	
1.39910305563e-12	-2.38792319252e-12	7.13029635335e-12	0.999999999994	3.85425025229e-12	-3.1311064852e-13	1.21380683282e-12	-6.49647002859e-13	2.94231305986e-12	
-1.45594647449e-12	-1.85707005329e-12	9.14712749989e-12	-4.64051019833e-12	1	-2.41351383323e-12	2.13506989866e-12	-4.06341627013e-13	2.18602913549e-12	
5.26911847487e-13	-3.09327563563e-12	9.94920812403e-12	-6.99662550119e-12	7.38520355981e-13	1	2.30532259948e-12	9.84767822843e-14	9.91540183293e-13	
2.76778600039e-12	-5.09681186145e-12	4.20952162017e-12	-6.07247585549e-12	2.51243470473e-12	2.88374879531e-12	1	1.71085368095e-13	6.51811937757e-12	
-1.01891758919e-12	-2.59962190663e-13	9.79873474027e-12	-3.79438841458e-12	8.15729428449e-13	-9.9473294185e-13	3.14346638997e-12	0.999999999999	-1.0782694182e-13	
-9.24746390574e-13	-4.1310271176e-12	5.61065083282e-12	-5.24238985555e-12	-3.79542924867e-12	2.56062532289e-14	7.99790789152e-13	1.04144644297e-12	1	
end
